TOA5,LVDT 데이터_스무딩
2025-06-12 15:50,1.8071084797798196
2025-06-12 15:55,1.8208917940335738
2025-06-12 16:00,1.8352468343919772
2025-06-12 16:05,1.8447521839560586
2025-06-12 16:10,1.8546047964017678
2025-06-12 16:15,1.8648329968917188
2025-06-12 16:20,1.8746269986219877
2025-06-12 16:25,1.8857564338956112
2025-06-12 16:30,1.8969609174507618
2025-06-12 16:35,1.9085306686006325
2025-06-12 16:40,1.918653270181178
2025-06-12 16:45,1.9273678833900707
2025-06-12 16:50,1.9401286662644734
2025-06-12 16:55,1.9505468469174887
2025-06-12 17:00,1.9629419922572644
2025-06-12 17:05,1.973757357288912
2025-06-12 17:10,1.9878308529879947
2025-06-12 17:15,1.9944257746160792
2025-06-12 17:20,2.0038747971882382
2025-06-12 17:25,2.0120783835662928
2025-06-12 17:30,2.0244842659020974
2025-06-12 17:35,2.031625740243706
2025-06-12 17:40,2.0434461562658894
2025-06-12 17:45,2.0517677126933758
2025-06-12 17:50,2.0558101946114697
2025-06-12 17:55,2.0650268716189757
2025-06-12 18:00,2.072980082
2025-06-12 18:05,2.0727852659050052
2025-06-12 18:10,2.0818358806752193
2025-06-12 18:15,2.089589113280032
2025-06-12 18:20,2.0961010314621413
2025-06-12 18:25,2.0995874500069074
2025-06-12 18:30,2.104383056752048
2025-06-12 18:35,2.107185331154245
2025-06-12 18:40,2.118442174314288
2025-06-12 18:45,2.126489599
2025-06-12 18:50,2.126102610260794
2025-06-12 18:55,2.1305431009118005
2025-06-12 19:00,2.1369998718316103
2025-06-12 19:05,2.1425352476992936
2025-06-12 19:10,2.1462801668514024
2025-06-12 19:15,2.146715769634982
2025-06-12 19:20,2.150591216402959
2025-06-12 19:25,2.1507075901762587
2025-06-12 19:30,2.1521363417892845
2025-06-12 19:35,2.1487816043737955
2025-06-12 19:40,2.1524128092418544
2025-06-12 19:45,2.158082345127481
2025-06-12 19:50,2.157559512261671
2025-06-12 19:55,2.1608616424746914
2025-06-12 20:00,2.1577923675860378
2025-06-12 20:05,2.1599052167350297
2025-06-12 20:10,2.1597844036828517
2025-06-12 20:15,2.1599057323205693
2025-06-12 20:20,2.161314929550972
2025-06-12 20:25,2.166852554187221
2025-06-12 20:30,2.170725469634106
2025-06-12 20:35,2.167790782961555
2025-06-12 20:40,2.166824246502084
2025-06-12 20:45,2.165014316965441
2025-06-12 20:50,2.163925252
2025-06-12 20:55,2.1621905714840977
2025-06-12 21:00,2.160281203848304
2025-06-12 21:05,2.1624173271693747
2025-06-12 21:10,2.1645969839700054
2025-06-12 21:15,2.1639655023752447
2025-06-12 21:20,2.1628300635886473
2025-06-12 21:25,2.168118278817937
2025-06-12 21:30,2.1657783535632755
2025-06-12 21:35,2.160641088380447
2025-06-12 21:40,2.1609841246258195
2025-06-12 21:45,2.1630454618274997
2025-06-12 21:50,2.1639285142104083
2025-06-12 21:55,2.1669724409331774
2025-06-12 22:00,2.166824310586162
2025-06-12 22:05,2.1677229150097115
2025-06-12 22:10,2.1711152785179064
2025-06-12 22:15,2.170330979699675
2025-06-12 22:20,2.1706104037585856
2025-06-12 22:25,2.172291801024526
2025-06-12 22:30,2.1782771927675832
2025-06-12 22:35,2.1795236426552895
2025-06-12 22:40,2.1789353362518344
2025-06-12 22:45,2.180813497854402
2025-06-12 22:50,2.182218500490588
2025-06-12 22:55,2.1788802268573995
2025-06-12 23:00,2.178424985216731
2025-06-12 23:05,2.180227213012326
2025-06-12 23:10,2.1816143711456144
2025-06-12 23:15,2.1819698309634417
2025-06-12 23:20,2.179793984252557
2025-06-12 23:25,2.176546025476097
2025-06-12 23:30,2.1765305520840976
2025-06-12 23:35,2.1697362270205236
2025-06-12 23:40,2.171329112522666
2025-06-12 23:45,2.169140944
2025-06-12 23:50,2.1732321125314047
2025-06-12 23:55,2.175266950966704
2025-06-13 0:00,2.1762914427362694
2025-06-13 0:05,2.176139059536784
2025-06-13 0:10,2.1711850981212257
2025-06-13 0:15,2.1708105179447617
2025-06-13 0:20,2.1703123370587116
2025-06-13 0:25,2.1685477965269895
2025-06-13 0:30,2.16321183
2025-06-13 0:35,2.159760031342705
2025-06-13 0:40,2.1614028441676765
2025-06-13 0:45,2.1573455209596277
2025-06-13 0:50,2.158181189
2025-06-13 0:55,2.1592196510910875
2025-06-13 1:00,2.1560643083723496
2025-06-13 1:05,2.156318209490617
2025-06-13 1:10,2.1562485850524453
2025-06-13 1:15,2.152083662
2025-06-13 1:20,2.1529179519891395
2025-06-13 1:25,2.151286368442435
2025-06-13 1:30,2.150475640767726
2025-06-13 1:35,2.1452667732790363
2025-06-13 1:40,2.1455361070085255
2025-06-13 1:45,2.142553634003944
2025-06-13 1:50,2.143921695081896
2025-06-13 1:55,2.1399207949918875
2025-06-13 2:00,2.138640494146269
2025-06-13 2:05,2.1414343880987703
2025-06-13 2:10,2.141327472552847
2025-06-13 2:15,2.1383752093653636
2025-06-13 2:20,2.1373749151611863
2025-06-13 2:25,2.1371220626914735
2025-06-13 2:30,2.140562684423549
2025-06-13 2:35,2.134223665084723
2025-06-13 2:40,2.1333362782877896
2025-06-13 2:45,2.1273683232398586
2025-06-13 2:50,2.1292925321656058
2025-06-13 2:55,2.1317669932039425
2025-06-13 3:00,2.137950795079275
2025-06-13 3:05,2.131826850645997
2025-06-13 3:10,2.131218142202337
2025-06-13 3:15,2.1367964602283145
2025-06-13 3:20,2.1351303091471867
2025-06-13 3:25,2.1303228759766855
2025-06-13 3:30,2.125390007
2025-06-13 3:35,2.1188886247845775
2025-06-13 3:40,2.1122834264006625
2025-06-13 3:45,2.1112975802432308
2025-06-13 3:50,2.1096350906933057
2025-06-13 3:55,2.1077620907719536
2025-06-13 4:00,2.106280190154709
2025-06-13 4:05,2.105013641169713
2025-06-13 4:10,2.101905155563871
2025-06-13 4:15,2.1026969696967406
2025-06-13 4:20,2.0959486103947915
2025-06-13 4:25,2.0960563998145103
2025-06-13 4:30,2.0959811505420105
2025-06-13 4:35,2.094301323335989
2025-06-13 4:40,2.091600697933643
2025-06-13 4:45,2.0903057538761307
2025-06-13 4:50,2.0881412908278842
2025-06-13 4:55,2.086267734540217
2025-06-13 5:00,2.0857892828115494
2025-06-13 5:05,2.0867199292742535
2025-06-13 5:10,2.0856081258609023
2025-06-13 5:15,2.0835794161938197
2025-06-13 5:20,2.0813176560372217
2025-06-13 5:25,2.0822789259506203
2025-06-13 5:30,2.0822243437933756
2025-06-13 5:35,2.0778654787806614
2025-06-13 5:40,2.0781975187807777
2025-06-13 5:45,2.0798440776114178
2025-06-13 5:50,2.0754219994812755
2025-06-13 5:55,2.0774528967457586
2025-06-13 6:00,2.076243595233083
2025-06-13 6:05,2.0767672262369605
2025-06-13 6:10,2.078706730867035
2025-06-13 6:15,2.078665874354199
2025-06-13 6:20,2.0746615078981367
2025-06-13 6:25,2.0740002155553103
2025-06-13 6:30,2.070788447
2025-06-13 6:35,2.0694117605933102
2025-06-13 6:40,2.0703455471758514
2025-06-13 6:45,2.0713779387645244
2025-06-13 6:50,2.065528670342537
2025-06-13 6:55,2.0636938790964234
2025-06-13 7:00,2.064777893323088
2025-06-13 7:05,2.0627011730296996
2025-06-13 7:10,2.055164728123074
2025-06-13 7:15,2.0525473333738904
2025-06-13 7:20,2.051173114398595
2025-06-13 7:25,2.048667724053735
2025-06-13 7:30,2.044285590694769
2025-06-13 7:35,2.0447547589708197
2025-06-13 7:40,2.040754980352182
2025-06-13 7:45,2.039450379989233
2025-06-13 7:50,2.0361215587575954
2025-06-13 7:55,2.035057241646273
2025-06-13 8:00,2.040377143539374
2025-06-13 8:05,2.0367701886691303
2025-06-13 8:10,2.0305404501612996
2025-06-13 8:15,2.025156641877559
2025-06-13 8:20,2.0230028167863128
2025-06-13 8:25,2.0236697485280306
2025-06-13 8:30,2.019979312494136
2025-06-13 8:35,2.0233127652568883
2025-06-13 8:40,2.0205844759231004
2025-06-13 8:45,2.017464830948894
2025-06-13 8:50,2.015251043550738
2025-06-13 8:55,2.019428221462703
2025-06-13 9:00,2.020092892784204
2025-06-13 9:05,2.018966938441196
2025-06-13 9:10,2.023410152665532
2025-06-13 9:15,2.0231637552102524
2025-06-13 9:20,2.021881485235682
2025-06-13 9:25,2.0258120763530454
2025-06-13 9:30,2.022331798228146
2025-06-13 9:35,2.0235426639749146
2025-06-13 9:40,2.0224888595653474
2025-06-13 9:45,2.0216726439632056
2025-06-13 9:50,2.0206728711703925
2025-06-13 9:55,2.020016623992276
2025-06-13 10:00,2.021589809466163
2025-06-13 10:05,2.021282470965323
2025-06-13 10:10,2.017944319674466
2025-06-13 10:15,2.0187580738654187
2025-06-13 10:20,2.0171796946682763
2025-06-13 10:25,2.020127961339603
2025-06-13 10:30,2.0157271882525865
2025-06-13 10:35,2.014319205706759
2025-06-13 10:40,2.0208695219034265
2025-06-13 10:45,2.022590802769377
2025-06-13 10:50,2.023119170169224
2025-06-13 10:55,2.0203593019493926
2025-06-13 11:00,2.0317633054565376
2025-06-13 11:05,2.029812085091783
2025-06-13 11:10,2.0339046545429027
2025-06-13 11:15,2.035218785956044
2025-06-13 11:20,2.040166863288048
2025-06-13 11:25,2.038849355809145
2025-06-13 11:30,2.0422313988678193
2025-06-13 11:35,2.040175290344346
2025-06-13 11:40,2.0364563922409435
2025-06-13 11:45,2.036221395925778
2025-06-13 11:50,2.035686072490522
2025-06-13 11:55,2.0379791755872394
2025-06-13 12:00,2.041980556307835
2025-06-13 12:05,2.047161672477704
2025-06-13 12:10,2.0453083784104336
2025-06-13 12:15,2.0494853815476404
2025-06-13 12:20,2.0488035415189776
2025-06-13 12:25,2.0526883183461737
2025-06-13 12:30,2.053754718190042
2025-06-13 12:35,2.0541290070752405
2025-06-13 12:40,2.051670660269687
2025-06-13 12:45,2.053581997034431
2025-06-13 12:50,2.050256551868556
2025-06-13 12:55,2.0475818746921006
2025-06-13 13:00,2.0462685909365406
2025-06-13 13:05,2.047064258852847
2025-06-13 13:10,2.048068103897545
2025-06-13 13:15,2.0479383569422676
2025-06-13 13:20,2.0466616535437723
2025-06-13 13:25,2.050439599299512
2025-06-13 13:30,2.0497375116150156
2025-06-13 13:35,2.051045129755471
2025-06-13 13:40,2.0511518093554693
2025-06-13 13:45,2.0546248051987424
2025-06-13 13:50,2.0539816195209517
2025-06-13 13:55,2.056801648125753
2025-06-13 14:00,2.059264070096106
2025-06-13 14:05,2.0606276336369254
2025-06-13 14:10,2.057853573706661
2025-06-13 14:15,2.058882027037431
2025-06-13 14:20,2.0590210545324132
2025-06-13 14:25,2.0631441192660707
2025-06-13 14:30,2.062187332325241
2025-06-13 14:35,2.0629803057973453
2025-06-13 14:40,2.059460126594959
2025-06-13 14:45,2.0633245275981658
2025-06-13 14:50,2.061641475797841
2025-06-13 14:55,2.062097556357353
2025-06-13 15:00,2.059439042933195
2025-06-13 15:05,2.061868444125741
2025-06-13 15:10,2.0592678743600272
2025-06-13 15:15,2.0641128608004182
2025-06-13 15:20,2.065977162764595
2025-06-13 15:25,2.0622631700060965
2025-06-13 15:30,2.0603584309885052
2025-06-13 15:35,2.0630754298728595
2025-06-13 15:40,2.063108339959985
2025-06-13 15:45,2.065545434154841
2025-06-13 15:50,2.064809358605538
2025-06-13 15:55,2.061660919489783
2025-06-13 16:00,2.0607860873463744
2025-06-13 16:05,2.0598125715481923
2025-06-13 16:10,2.059436508699189
2025-06-13 16:15,2.062072350924188
2025-06-13 16:20,2.0622988415344143
2025-06-13 16:25,2.0587934482766417
2025-06-13 16:30,2.060706745
2025-06-13 16:35,2.0667180824876348
2025-06-13 16:40,2.0698475760195123
2025-06-13 16:45,2.0705959120181605
2025-06-13 16:50,2.0667241034780837
2025-06-13 16:55,2.066500217011767
2025-06-13 17:00,2.0652487452626507
2025-06-13 17:05,2.068403126720213
2025-06-13 17:10,2.0652792900647032
2025-06-13 17:15,2.0657203749498914
2025-06-13 17:20,2.064384256872064
2025-06-13 17:25,2.066546016737371
2025-06-13 17:30,2.0643712478041674
2025-06-13 17:35,2.063233583552305
2025-06-13 17:40,2.062408602995997
2025-06-13 17:45,2.0629483598843072
2025-06-13 17:50,2.061238418987305
2025-06-13 17:55,2.063768376837458
2025-06-13 18:00,2.0629860529740047
2025-06-13 18:05,2.064979268800441
2025-06-13 18:10,2.0618125890256684
2025-06-13 18:15,2.0634931357211137
2025-06-13 18:20,2.0632782530678004
2025-06-13 18:25,2.0613265345949823
2025-06-13 18:30,2.060237023702146
2025-06-13 18:35,2.0646210242381215
2025-06-13 18:40,2.061024195
2025-06-13 18:45,2.0638620910632506
2025-06-13 18:50,2.0643488853737493
2025-06-13 18:55,2.0691619666818792
2025-06-13 19:00,2.069654225616511
2025-06-13 19:05,2.07126767
2025-06-13 19:10,2.0684508926618563
2025-06-13 19:15,2.066743520953812
2025-06-13 19:20,2.0721034433538184
2025-06-13 19:25,2.0641912006732404
2025-06-13 19:30,2.068099825516307
2025-06-13 19:35,2.0700087999088916
2025-06-13 19:40,2.0731421676145936
2025-06-13 19:45,2.066061045910191
2025-06-13 19:50,2.0660131051937896
2025-06-13 19:55,2.0661657592941505
2025-06-13 20:00,2.0667799119715546
2025-06-13 20:05,2.063816108
2025-06-13 20:10,2.064909108386342
2025-06-13 20:15,2.066327277387708
2025-06-13 20:20,2.0653760191550883
2025-06-13 20:25,2.065104410440819
2025-06-13 20:30,2.063613928382905
2025-06-13 20:35,2.063838647942239
2025-06-13 20:40,2.061875539980958
2025-06-13 20:45,2.059812431728385
2025-06-13 20:50,2.055675888947894
2025-06-13 20:55,2.0547898158745674
2025-06-13 21:00,2.048951899073179
2025-06-13 21:05,2.0470998866874752
2025-06-13 21:10,2.049924960456987
2025-06-13 21:15,2.052187157550483
2025-06-13 21:20,2.0539853946557467
2025-06-13 21:25,2.056270175561021
2025-06-13 21:30,2.053762766567695
2025-06-13 21:35,2.055137125362798
2025-06-13 21:40,2.0559645644173825
2025-06-13 21:45,2.056223647607255
2025-06-13 21:50,2.0557525713734184
2025-06-13 21:55,2.0554161794818016
2025-06-13 22:00,2.0553310816516306
2025-06-13 22:05,2.0561734027769463
2025-06-13 22:10,2.057067527
2025-06-13 22:15,2.057291297
2025-06-13 22:20,2.054966300513322
2025-06-13 22:25,2.0573289639641335
2025-06-13 22:30,2.05577729
2025-06-13 22:35,2.0579516747789044
2025-06-13 22:40,2.0569758199118637
2025-06-13 22:45,2.0556545984693315
2025-06-13 22:50,2.055074331704791
2025-06-13 22:55,2.0568661283601846
2025-06-13 23:00,2.0543980757296794
2025-06-13 23:05,2.0521714744287722
2025-06-13 23:10,2.0499951645647765
2025-06-13 23:15,2.052290758
2025-06-13 23:20,2.0517642463273216
2025-06-13 23:25,2.0542493336710073
2025-06-13 23:30,2.0514062173205376
2025-06-13 23:35,2.049742201404383
2025-06-13 23:40,2.0505069254496036
2025-06-13 23:45,2.0466746014405035
2025-06-13 23:50,2.045513864007537
2025-06-13 23:55,2.0453483027912216
2025-06-14 0:00,2.0440081153744214
2025-06-14 0:05,2.0436144614459217
2025-06-14 0:10,2.0417882603792132
2025-06-14 0:15,2.0402337088075515
2025-06-14 0:20,2.042867500342045
2025-06-14 0:25,2.041994494594868
2025-06-14 0:30,2.0422743381132005
2025-06-14 0:35,2.0385719067050108
2025-06-14 0:40,2.0368464865901847
2025-06-14 0:45,2.036856206979699
2025-06-14 0:50,2.036886355625632
2025-06-14 0:55,2.0335435931940493
2025-06-14 1:00,2.031310772824634
2025-06-14 1:05,2.0288717036750006
2025-06-14 1:10,2.026262537904055
2025-06-14 1:15,2.0253014981107555
2025-06-14 1:20,2.0277497138061116
2025-06-14 1:25,2.028157011817466
2025-06-14 1:30,2.024996973483535
2025-06-14 1:35,2.0287403633565027
2025-06-14 1:40,2.0243472337522808
2025-06-14 1:45,2.023440047888063
2025-06-14 1:50,2.0209653334263264
2025-06-14 1:55,2.022696174471595
2025-06-14 2:00,2.021485038
2025-06-14 2:05,2.01490965
2025-06-14 2:10,2.0120049577771115
2025-06-14 2:15,2.009377417353167
2025-06-14 2:20,2.007368320326959
2025-06-14 2:25,2.003265305171075
2025-06-14 2:30,2.0014476505900833
2025-06-14 2:35,1.999597752978964
2025-06-14 2:40,1.9957225887635135
2025-06-14 2:45,1.996003926606035
2025-06-14 2:50,1.9947809606201166
2025-06-14 2:55,1.9931287449131088
2025-06-14 3:00,1.9888461224761085
2025-06-14 3:05,1.9916070306057563
2025-06-14 3:10,1.9944094390019353
2025-06-14 3:15,1.9951425841611117
2025-06-14 3:20,1.9919253070935992
2025-06-14 3:25,1.9916964162433495
2025-06-14 3:30,1.9898211500759557
2025-06-14 3:35,1.9926245925561257
2025-06-14 3:40,1.9918707802816944
2025-06-14 3:45,1.9898753185996043
2025-06-14 3:50,1.9905045922065758
2025-06-14 3:55,1.990580313370926
2025-06-14 4:00,1.9894310032942872
2025-06-14 4:05,1.9838519279110214
2025-06-14 4:10,1.989050204049314
2025-06-14 4:15,1.9899360062217644
2025-06-14 4:20,1.991420822664574
2025-06-14 4:25,1.9920914363278817
2025-06-14 4:30,1.993830820945955
2025-06-14 4:35,1.9925634097388145
2025-06-14 4:40,1.993041605
2025-06-14 4:45,1.9892737700952396
2025-06-14 4:50,1.9885271556279673
2025-06-14 4:55,1.988689835973672
2025-06-14 5:00,1.9907477650675516
2025-06-14 5:05,1.9929016862849163
2025-06-14 5:10,1.992922697123864
2025-06-14 5:15,1.9958845729230943
2025-06-14 5:20,1.9928989510599373
2025-06-14 5:25,2.0004337181288765
2025-06-14 5:30,2.0029342672129107
2025-06-14 5:35,2.0007875641930943
2025-06-14 5:40,2.004684264
2025-06-14 5:45,2.008017127926166
2025-06-14 5:50,2.008000168948715
2025-06-14 5:55,2.010686308
2025-06-14 6:00,2.0101623570121814
2025-06-14 6:05,2.010084503595772
2025-06-14 6:10,2.0082763917166226
2025-06-14 6:15,2.0073420021611623
2025-06-14 6:20,2.006296342255366
2025-06-14 6:25,2.004765437708601
2025-06-14 6:30,2.0034509771363305
2025-06-14 6:35,2.002377175581418
2025-06-14 6:40,2.0018142086051087
2025-06-14 6:45,1.9990633645886684
2025-06-14 6:50,1.9975726931914313
2025-06-14 6:55,1.9988191547307892
2025-06-14 7:00,1.9949460382929325
2025-06-14 7:05,1.9955375430744784
2025-06-14 7:10,1.9972854916557448
2025-06-14 7:15,1.9956132671517401
2025-06-14 7:20,1.9945609861954894
2025-06-14 7:25,1.9929449809056408
2025-06-14 7:30,1.9964926929583988
2025-06-14 7:35,1.995806836023191
2025-06-14 7:40,1.9934588274359244
2025-06-14 7:45,1.9917426965995406
2025-06-14 7:50,1.990408635038044
2025-06-14 7:55,1.990018735853951
2025-06-14 8:00,1.9934661330208518
2025-06-14 8:05,1.9897562882499675
2025-06-14 8:10,1.9905447146654247
2025-06-14 8:15,1.9882767208757544
2025-06-14 8:20,1.9879252633999098
2025-06-14 8:25,1.9873898525772742
2025-06-14 8:30,1.987744549211986
2025-06-14 8:35,1.9856555072980864
2025-06-14 8:40,1.9855607036429639
2025-06-14 8:45,1.9838587208233225
2025-06-14 8:50,1.9790499593646527
2025-06-14 8:55,1.980048045581041
2025-06-14 9:00,1.9800373726690892
2025-06-14 9:05,1.9808176021483486
2025-06-14 9:10,1.9791184011602885
2025-06-14 9:15,1.9787215867215633
2025-06-14 9:20,1.9793444956143946
2025-06-14 9:25,1.975005563662947
2025-06-14 9:30,1.975478466293016
2025-06-14 9:35,1.9765939399763068
2025-06-14 9:40,1.9771761263502832
2025-06-14 9:45,1.976625014928462
2025-06-14 9:50,1.9771305188769157
2025-06-14 9:55,1.973395885219375
2025-06-14 10:00,1.971587787904789
2025-06-14 10:05,1.9739100143021862
2025-06-14 10:10,1.9734305139249637
2025-06-14 10:15,1.9718237425682168
2025-06-14 10:20,1.970542998959875
2025-06-14 10:25,1.967843157131032
2025-06-14 10:30,1.9692589783248022
2025-06-14 10:35,1.9700113399687338
2025-06-14 10:40,1.9697558250968583
2025-06-14 10:45,1.9687674388795955
2025-06-14 10:50,1.9706928275349658
2025-06-14 10:55,1.9685408346657767
2025-06-14 11:00,1.9720457181638342
2025-06-14 11:05,1.972202479471033
2025-06-14 11:10,1.9697591429043675
2025-06-14 11:15,1.966708708734737
2025-06-14 11:20,1.969086836838809
2025-06-14 11:25,1.9739752810230329
2025-06-14 11:30,1.974124221159765
2025-06-14 11:35,1.9710478475029822
2025-06-14 11:40,1.9700777602029897
2025-06-14 11:45,1.970951205799977
2025-06-14 11:50,1.9704150201425767
2025-06-14 11:55,1.9709703844168671
2025-06-14 12:00,1.9693917372317609
2025-06-14 12:05,1.973812012268973
2025-06-14 12:10,1.974155089295122
2025-06-14 12:15,1.976576025563506
2025-06-14 12:20,1.9780713517951585
2025-06-14 12:25,1.9767731977079053
2025-06-14 12:30,1.9791567816973716
2025-06-14 12:35,1.976278002557322
2025-06-14 12:40,1.9722635952913528
2025-06-14 12:45,1.971126656354741
2025-06-14 12:50,1.9708654234353329
2025-06-14 12:55,1.9721140871366538
2025-06-14 13:00,1.9728566206133025
2025-06-14 13:05,1.9730518148900122
2025-06-14 13:10,1.977893649558915
2025-06-14 13:15,1.976768313
2025-06-14 13:20,1.9786289124055885
2025-06-14 13:25,1.9794304
2025-06-14 13:30,1.9803754860920828
2025-06-14 13:35,1.9812674053810986
2025-06-14 13:40,1.9815134969805506
2025-06-14 13:45,1.9837867369259035
2025-06-14 13:50,1.9848157990554176
2025-06-14 13:55,1.9884756990259969
2025-06-14 14:00,1.9922770820769227
2025-06-14 14:05,1.993352532340396
2025-06-14 14:10,1.993674540269344
2025-06-14 14:15,1.9973048800023456
2025-06-14 14:20,2.001250140547817
2025-06-14 14:25,2.002651950631738
2025-06-14 14:30,2.0062203152351885
2025-06-14 14:35,2.0118936728622123
2025-06-14 14:40,2.015901910579188
2025-06-14 14:45,2.0207949804687004
2025-06-14 14:50,2.0253098144763726
2025-06-14 14:55,2.0308453010347365
2025-06-14 15:00,2.0354832842505335
2025-06-14 15:05,2.0379867404213923
2025-06-14 15:10,2.0455135960195734
2025-06-14 15:15,2.050793189027417
2025-06-14 15:20,2.056066967861611
2025-06-14 15:25,2.0645164739772697
2025-06-14 15:30,2.070991095225802
2025-06-14 15:35,2.0763089172992704
2025-06-14 15:40,2.083207949920979
2025-06-14 15:45,2.087604453
2025-06-14 15:50,2.0923315011110484
2025-06-14 15:55,2.0993851307458553
2025-06-14 16:00,2.1064301935045573
2025-06-14 16:05,2.1091511131693395
2025-06-14 16:10,2.116353720808743
2025-06-14 16:15,2.1193603855528877
2025-06-14 16:20,2.1257593205920218
2025-06-14 16:25,2.130298381294208
2025-06-14 16:30,2.137558143192727
2025-06-14 16:35,2.144071954768059
2025-06-14 16:40,2.152060075910269
2025-06-14 16:45,2.159515323376762
2025-06-14 16:50,2.165224783643177
2025-06-14 16:55,2.1697030402066972
2025-06-14 17:00,2.1774504994186366
2025-06-14 17:05,2.1825403219931268
2025-06-14 17:10,2.1853078336957528
2025-06-14 17:15,2.194523412535189
2025-06-14 17:20,2.1993483843527586
2025-06-14 17:25,2.2045298762883596
2025-06-14 17:30,2.211494726171405
2025-06-14 17:35,2.218692419727168
2025-06-14 17:40,2.2251569069525883
2025-06-14 17:45,2.2304047958191453
2025-06-14 17:50,2.2403330711709497
2025-06-14 17:55,2.2455402549961287
2025-06-14 18:00,2.249693919877179
2025-06-14 18:05,2.2540111273260797
2025-06-14 18:10,2.2592624330391735
2025-06-14 18:15,2.260810829626406
2025-06-14 18:20,2.2678718842755585
2025-06-14 18:25,2.270826938033361
2025-06-14 18:30,2.275934010876567
2025-06-14 18:35,2.2794792265631845
2025-06-14 18:40,2.283138482780068
2025-06-14 18:45,2.2834963836186954
2025-06-14 18:50,2.287704450056407
2025-06-14 18:55,2.291174824278294
2025-06-14 19:00,2.292733480143881
2025-06-14 19:05,2.2914333481889377
2025-06-14 19:10,2.292815924310628
2025-06-14 19:15,2.2921723978220565
2025-06-14 19:20,2.293448431250642
2025-06-14 19:25,2.293736165849345
2025-06-14 19:30,2.292670631140534
2025-06-14 19:35,2.292418748670734
2025-06-14 19:40,2.2956890553130482
2025-06-14 19:45,2.2952985444172977
2025-06-14 19:50,2.2935935059522867
2025-06-14 19:55,2.2935054427770374
2025-06-14 20:00,2.294174669893924
2025-06-14 20:05,2.2909713922846104
2025-06-14 20:10,2.286937835530877
2025-06-14 20:15,2.285881412412837
2025-06-14 20:20,2.284109344914825
2025-06-14 20:25,2.2832317076365345
2025-06-14 20:30,2.2777598973487097
2025-06-14 20:35,2.2739574336071904
2025-06-14 20:40,2.272140376173292
2025-06-14 20:45,2.2674758126295593
2025-06-14 20:50,2.2651660884532587
2025-06-14 20:55,2.264422885006701
2025-06-14 21:00,2.2655290082403834
2025-06-14 21:05,2.2674838377039115
2025-06-14 21:10,2.267773888068171
2025-06-14 21:15,2.264972884
2025-06-14 21:20,2.2655885918686485
2025-06-14 21:25,2.265178357641342
2025-06-14 21:30,2.262762172333492
2025-06-14 21:35,2.263507487641722
2025-06-14 21:40,2.266338929038288
2025-06-14 21:45,2.2664422092692234
2025-06-14 21:50,2.2664622792373854
2025-06-14 21:55,2.2616766230018595
2025-06-14 22:00,2.2641730823565323
2025-06-14 22:05,2.2644056434767226
2025-06-14 22:10,2.2676231157093816
2025-06-14 22:15,2.2663655268436997
2025-06-14 22:20,2.2647235966312604
2025-06-14 22:25,2.267665923873694
2025-06-14 22:30,2.2673072977198157
2025-06-14 22:35,2.2656833663946454
2025-06-14 22:40,2.2664087632061705
2025-06-14 22:45,2.264434618218857
2025-06-14 22:50,2.2683153664878577
2025-06-14 22:55,2.2672580549314594
2025-06-14 23:00,2.268051078
2025-06-14 23:05,2.268606704359509
2025-06-14 23:10,2.269251524181297
2025-06-14 23:15,2.269790089688333
2025-06-14 23:20,2.2690396418280128
2025-06-14 23:25,2.2664805956321317
2025-06-14 23:30,2.270338273632941
2025-06-14 23:35,2.269892595084504
2025-06-14 23:40,2.270029606843932
2025-06-14 23:45,2.2699587182016696
2025-06-14 23:50,2.2701648533782945
2025-06-14 23:55,2.268361448765988
2025-06-15 0:00,2.268005007296599
2025-06-15 0:05,2.265910477455265
2025-06-15 0:10,2.2663356869665083
2025-06-15 0:15,2.2660609847390036
2025-06-15 0:20,2.2657047617380632
2025-06-15 0:25,2.264093003474858
2025-06-15 0:30,2.2681952496218023
2025-06-15 0:35,2.268127632180446
2025-06-15 0:40,2.2691688877623153
2025-06-15 0:45,2.270044127713495
2025-06-15 0:50,2.2683471259744863
2025-06-15 0:55,2.2689972414714727
2025-06-15 1:00,2.2662202919318593
2025-06-15 1:05,2.2675010850597155
2025-06-15 1:10,2.2665803541516736
2025-06-15 1:15,2.2673825528181415
2025-06-15 1:20,2.267668571711293
2025-06-15 1:25,2.2647465474700343
2025-06-15 1:30,2.2653890311358764
2025-06-15 1:35,2.2709056624106543
2025-06-15 1:40,2.271537822714063
2025-06-15 1:45,2.2706311145675198
2025-06-15 1:50,2.274485233
2025-06-15 1:55,2.273989487297996
2025-06-15 2:00,2.2747201564814192
2025-06-15 2:05,2.2737673980987854
2025-06-15 2:10,2.2752138980885896
2025-06-15 2:15,2.2742288529821377
2025-06-15 2:20,2.273591883459943
2025-06-15 2:25,2.2715859294664864
2025-06-15 2:30,2.2721821764698267
2025-06-15 2:35,2.269967223906609
2025-06-15 2:40,2.269680631169666
2025-06-15 2:45,2.2698120326593294
2025-06-15 2:50,2.270578760788453
2025-06-15 2:55,2.266236930488918
2025-06-15 3:00,2.2659203900970146
2025-06-15 3:05,2.263356307475161
2025-06-15 3:10,2.2646352305130955
2025-06-15 3:15,2.2587318518257136
2025-06-15 3:20,2.258937774359714
2025-06-15 3:25,2.256160830645926
